,Company,Date Joined,Industry,Country,City,Continent,Year Founded,Funding,Valuation (March) ($B),Select Investors (March),Valuation (November) ($B),Select Investors (November),Years to Unicorn,Most Recent Valuation
657,Bordrin Motors,2019-06-03,Auto And Transportation,China,Shanghai,Asia,2016,$362M,1,"China Grand Prosperity Investment, CSC Group",1.48,"China Grand Prosperity Investment, CSC Group",3,1.48
658,Aleo,2022-02-07,Cybersecurity,United States,San Francisco,North America,2019,$228M,1,"Slow Ventures, Andreessen Horowitz, SoftBank Group",1.45,"Slow Ventures, Andreessen Horowitz, SoftBank Group",3,1.45
659,Coocaa,2018-03-16,Hardware,China,Shenzhen,Asia,2006,$218M,1,"Baidu, Tencent Holdings",1.45,"Baidu, Tencent Holdings",12,1.45
660,Gymshark,2020-08-14,E-commerce And Direct-to-consumer,United Kingdom,Solihull,Europe,2012,$262M,1,General Atlantic,1.45,General Atlantic,8,1.45
661,Ouyeel,2019-06-27,Internet Software And Services,China,Shanghai,Asia,2015,$432M,1,Taigang Venture Capital,1.45,Taigang Venture Capital,4,1.45
662,SonderMind,2021-07-28,Health,United States,Denver,North America,2014,$183M,1,"Kickstart Fund, General Catalyst, Drive Capital",1.42,"Kickstart Fund, General Catalyst, Drive Capital",7,1.42
663,Astranis Space Technologies,2021-04-14,Mobile And Telecommunications,United States,San Francisco,North America,2015,$303M,1,"Refactor Capital, Andreessen Horowitz, Fifty Years Fund",1.4,"Refactor Capital, Andreessen Horowitz, Fifty Years Fund",6,1.4
664,Away,2019-05-15,E-commerce And Direct-to-consumer,United States,New York,North America,2015,$181M,1,"Global Founders Capital, Comcast Ventures, Forerunner Ventures",1.4,"Global Founders Capital, Comcast Ventures, Forerunner Ventures",4,1.4
665,Cabify,2018-01-22,Auto And Transportation,Spain,Madrid,Europe,2011,$407M,1,"Seaya Ventures, Otter Rock Capital, Rakuten",1.4,"Seaya Ventures, Otter Rock Capital, Rakuten",7,1.4
666,Clarify Health,2022-04-05,Health,United States,San Francisco,North America,2015,$328M,1,"KKR, Aspenwood Ventures, Spark Capital",1.4,"KKR, Aspenwood Ventures, Spark Capital",7,1.4
667,Coda,2021-07-08,Internet Software And Services,United States,Mountain View,North America,2014,$240M,1,"Greylock Partners, General Catalyst, Khosla Ventures",1.4,"Greylock Partners, General Catalyst, Khosla Ventures",7,1.4
668,Degreed,2021-04-13,Edtech,United States,Pleasanton,North America,2012,$318M,1,"Signal Peak Ventures, Owl Ventures, Jump Capital",1.4,"Signal Peak Ventures, Owl Ventures, Jump Capital",9,1.4
669,Deliverect,2022-01-24,Fintech,Belgium,Ghent,Europe,2018,$237M,1,"Newion Partners, SmartFin Capital, OMERS Ventures",1.4,"Newion Partners, SmartFin Capital, OMERS Ventures",4,1.4
670,Envoy,2022-01-11,Internet Software And Services,United States,San Francisco,North America,2013,$170M,1,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital",1.4,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital",9,1.4
671,Epidemic Sound,2021-03-11,Internet Software And Services,Sweden,Stockholm,Europe,2009,$509M,1,"EQT Partners, Blackstone",1.4,"EQT Partners, Blackstone",12,1.4
672,Figment,2021-12-20,Internet Software And Services,Canada,Toronto,North America,2018,$165M,1,"Bonfire Ventures, Two Sigma Ventures, FJ Labs",1.4,"Bonfire Ventures, Two Sigma Ventures, FJ Labs",3,1.4
673,Firebolt,2022-01-26,Data Management And Analytics,Israel,Tel Aviv,Asia,2019,$264M,1,"TLV Partners, Zeev Ventures, Bessemer Venture Partners",1.4,"TLV Partners, Zeev Ventures, Bessemer Venture Partners",3,1.4
674,Five Star Business Finance,2021-03-26,Other,India,Chennai,Asia,1984,$456M,1,"Sequoia Capital India, Tiger Global Management, Tencent",1.4,"Sequoia Capital India, Tiger Global Management, Tencent",37,1.4
675,GupShup,2021-04-08,Internet Software And Services,United States,San Francisco,North America,2011,$384M,1,"Helion Venture Partners, Tiger Global management, CRV",1.4,"Helion Venture Partners, Tiger Global management, CRV",10,1.4
676,Kong,2020-12-31,Internet Software And Services,United States,San Francisco,North America,2007,$169M,1,"New Enterprise Associates, CRV, Index Ventures",1.4,"New Enterprise Associates, CRV, Index Ventures",13,1.4
677,Koudai,2014-10-23,E-commerce And Direct-to-consumer,China,Beijing,Asia,2010,$368M,1,"New Enterprise Associates, Tiger Global management, Tencent",1.4,"New Enterprise Associates, Tiger Global management, Tencent",4,1.4
678,Panther Labs,2021-12-02,Cybersecurity,United States,San Francisco,North America,2018,$141M,1,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners",1.4,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners",3,1.4
679,Papa,2021-11-04,Health,United States,Miami,North America,2016,$241M,1,"Initialized Capital, Canaan Partners, Sound Ventures",1.4,"Initialized Capital, Canaan Partners, Sound Ventures",5,1.4
680,Pristyn Care,2021-12-07,Health,India,Gurugram,Asia,2018,$177M,1,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital",1.4,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital",3,1.4
681,Rebel Foods,2021-10-07,E-commerce And Direct-to-consumer,India,Pune,Asia,2011,$521M,1,"Sequoia Capital India, Lightbox Ventures, Coatue Management",1.4,"Sequoia Capital India, Lightbox Ventures, Coatue Management",10,1.4
682,Salt Security,2022-02-10,Cybersecurity,United States,Palo Alto,North America,2016,$271M,1,"Y Combinator, S Capital, Tenaya Capital",1.4,"Y Combinator, S Capital, Tenaya Capital",6,1.4
683,Scalable Capital,2021-06-08,Fintech,Germany,Munich,Europe,2014,$314M,1,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures",1.4,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures",7,1.4
684,SparkCognition,2022-01-25,Artificial Intelligence,United States,Austin,North America,2013,$286M,1,"March Capital Partners, Temasek, Doha Venture Capital",1.4,"March Capital Partners, Temasek, Doha Venture Capital",9,1.4
685,Stash,2021-02-03,Fintech,United States,New York,North America,2015,$426M,1,"Goodwater Capital, Entree Capital, Valar Ventures",1.4,"Goodwater Capital, Entree Capital, Valar Ventures",6,1.4
686,Symphony,2017-05-16,Fintech,United States,New York,North America,2014,$511M,1,"BNP Paribas, Goldman Sachs, Google",1.4,"BNP Paribas, Goldman Sachs, Google",3,1.4
687,Tripledot,2022-02-14,Mobile And Telecommunications,United Kingdom,London,Europe,2017,$202M,1,"Lightspeed Venture Partners, Access Industries, Eldridge",1.4,"Lightspeed Venture Partners, Access Industries, Eldridge",5,1.4
688,VideoAmp,2021-10-21,Internet Software And Services,United States,Los Angeles,North America,2014,$382M,1,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners",1.4,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners",7,1.4
689,Yidian Zixun,2017-10-17,Mobile And Telecommunications,China,Beijing,Asia,2013,$151M,1,"Phoenix New Media, Tianjin Haihe Industry Fund",1.4,"Phoenix New Media, Tianjin Haihe Industry Fund",4,1.4
690,Yotpo,2021-03-18,Internet Software And Services,United States,New York,North America,2011,$436M,1,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital",1.4,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital",10,1.4
691,Neon,2022-02-14,Fintech,Brazil,Sao Paulo,South America,2016,$720M,1,"Propel Venture Partners, Monashees+, BBVA",1.38,"Propel Venture Partners, Monashees+, BBVA",6,1.38
692,Alloy,2021-09-30,Fintech,United States,New York,North America,2015,$156M,1,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures",1.55,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures",6,1.55
693,Epirus,2022-02-14,Other,United States,Hawthorne,North America,2018,$287M,1,"8VC, Bedrock Capital, Broom Ventures",1.35,"8VC, Bedrock Capital, Broom Ventures",4,1.35
694,Klook,2018-08-07,Travel,Hong Kong,Central,Asia,2014,$722M,1,"Sequoia Capital China, Goldman Sachs, Matrix Partners China",1.35,"Sequoia Capital China, Goldman Sachs, Matrix Partners China",4,1.35
695,Yaoshibang,2021-06-15,Health,China,Guangzhou,Asia,2015,$496M,1,"Green Pine Capital Partners, Ivy Capital, DCM Ventures",1.35,"Green Pine Capital Partners, Ivy Capital, DCM Ventures",6,1.35
696,Signifyd,2021-04-15,Fintech,United States,San Jose,North America,2011,$390M,1,"Menlo Ventures, Resolute Ventures, IA Ventures",1.34,"Menlo Ventures, Resolute Ventures, IA Ventures",10,1.34
697,Motorway,2021-11-29,E-commerce And Direct-to-consumer,United Kingdom,London,Europe,2017,$276M,1,"Marchmont Ventures, BMW i Ventures, Index Ventures",1.33,"Marchmont Ventures, BMW i Ventures, Index Ventures",4,1.33
698,RIDI,2022-01-24,E-commerce And Direct-to-consumer,South Korea,Seoul,Asia,2008,$178M,1,"Atinum Investment, Company K Partners, GIC",1.33,"Atinum Investment, Company K Partners, GIC",14,1.33
699,Athletic Greens,2022-01-25,Health,United States,New York,North America,2010,$115M,1,"SC.Holdings, Not Boring Capital, Bolt Ventures",1.32,"SC.Holdings, Not Boring Capital, Bolt Ventures",12,1.32
700,GPclub,2018-10-22,Other,South Korea,Seoul,Asia,2003,$67M,1,Goldman Sachs,1.32,Goldman Sachs,15,1.32
701,Tongdun Technology,2019-04-25,Cybersecurity,China,Hangzhou,Asia,2013,$252M,1,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co.",1.32,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co.",6,1.32
702,Unisound,2018-07-19,Artificial Intelligence,China,Beijing,Asia,2012,$361M,1,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures",1.31,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures",6,1.31
703,Betterment,2021-09-29,Fintech,United States,New York,North America,2010,$335M,1,"Bessemer Venture Partners, Menlo Ventures, Anthermis",1.3,"Bessemer Venture Partners, Menlo Ventures, Anthermis",11,1.3
704,Cava Group,2021-04-27,Other,United States,Washington,North America,2010,$738M,1,"SWaN & Legend Ventures, Revolution Growth, Invus Group",1.3,"SWaN & Legend Ventures, Revolution Growth, Invus Group",11,1.3
705,CoinTracker,2022-01-27,Fintech,United States,San Francisco,North America,2017,$102M,1,"Initialized Capital, General Catalyst, Kraken Ventures",1.3,"Initialized Capital, General Catalyst, Kraken Ventures",5,1.3
706,DistroKid,2021-08-16,Internet Software And Services,United States,New York,North America,2013,Unknown,1,"Insight Partners, Silversmith Capital Partners, Spotify",1.3,"Insight Partners, Silversmith Capital Partners, Spotify",8,1.3
707,Domestika,2022-01-27,Internet Software And Services,United States,Berkeley,North America,2012,$130M,1,"Zeev Ventures, GSV Ventures",1.3,"Zeev Ventures, GSV Ventures",10,1.3
708,Flock Freight,2021-10-20,"Supply Chain, Logistics, And Delivery",United States,Encinitas,North America,2015,$399M,1,"SignalFire, GLP Capital Partners, Google Ventures",1.3,"SignalFire, GLP Capital Partners, Google Ventures",6,1.3
709,InSightec,2020-03-06,Health,Israel,Tirat Carmel,Asia,1999,$633M,1,"York Capital Management, GE Healthcare, Koch Disruptive Technologies",1.3,"York Capital Management, GE Healthcare, Koch Disruptive Technologies",21,1.3
710,Island,2022-03-23,Internet Software And Services,United States,Dallas,North America,2020,$215M,1,"Insight Partners, Sequoia Capital, Stripes Group",1.3,"Insight Partners, Sequoia Capital, Stripes Group",2,1.3
711,iTrustCapital,2022-01-11,Fintech,United States,Long Beach,North America,2018,$128M,1,"Left Lane Capital, Walden Venture Capital",1.3,"Left Lane Capital, Walden Venture Capital",4,1.3
712,Konfio,2021-09-29,Fintech,Mexico,Mexico City,North America,2013,$378M,1,"Kaszek Ventures, QED Investors, International Finance Corporation",1.3,"Kaszek Ventures, QED Investors, International Finance Corporation",8,1.3
713,LinkTree,2022-03-16,Internet Software And Services,Australia,Melbourne,Oceania,2016,$166M,1,"AirTree Ventures, Insight Partners, Index Ventures",1.3,"AirTree Ventures, Insight Partners, Index Ventures",6,1.3
714,Loadsmart,2022-02-01,"Supply Chain, Logistics, And Delivery",United States,New York,North America,2014,$336M,1,"Chromo Invest, Maersk Growth, BlackRock",1.3,"Chromo Invest, Maersk Growth, BlackRock",8,1.3
715,Lukka,2022-01-14,Fintech,United States,New York,North America,2014,$201M,1,"Liberty City Ventures, Soros Fund Management, Summer Capital",1.3,"Liberty City Ventures, Soros Fund Management, Summer Capital",8,1.3
716,Manner,2020-12-24,Other,China,Shanghai,Asia,2015,$10M,1,"Coatue Management, H Capital, Capital Today",1.3,"Coatue Management, H Capital, Capital Today",5,1.3
717,The Brandtech Group,2019-11-19,Other,United States,New York,North America,2015,$610M,1,Undisclosed,1.3,Undisclosed,4,1.3
718,TravelPerk,2022-01-12,Travel,Spain,Barcelona,Europe,2015,$408M,1,"LocalGlobe, Kinnevik, Felix Capital",1.3,"LocalGlobe, Kinnevik, Felix Capital",7,1.3
719,YugaByte,2021-10-28,Data Management And Analytics,United States,Sunnyvale,North America,2016,$291M,1,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures",1.3,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures",5,1.3
720,Intercom,2018-03-27,Internet Software And Services,United States,San Francisco,North America,2011,$241M,1,"FirstMark Capital, Tiger Global Management",1.28,"FirstMark Capital, Tiger Global Management",7,1.28
721,OVO Energy,2019-02-14,Other,United Kingdom,Bristol,Europe,2009,$324M,1,"Mitsubishi Corporation, Mayfair Equity Partners",1.28,"Mitsubishi Corporation, Mayfair Equity Partners",10,1.28
722,BigID,2020-12-16,Cybersecurity,United States,New York,North America,2015,$246M,1,"BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners",1.25,"BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners",5,1.25
723,CaptivateIQ,2022-01-26,Fintech,United States,San Francisco,North America,2014,$165M,1,"Sequoia Capital, Y Combinator, Accel",1.25,"Sequoia Capital, Y Combinator, Accel",8,1.25
724,Flipdish,2022-01-13,Internet Software And Services,Ireland,Dublin,Europe,2015,$157M,1,"Tencent Holdings, Tiger Global Management, Global Founders Capital",1.25,"Tencent Holdings, Tiger Global Management, Global Founders Capital",7,1.25
725,Honor Technology,2021-10-05,Internet Software And Services,United States,San Francisco,North America,2014,$325M,1,"Andreessen Horowitz, Prosus Ventures, Thrive Capital",1.25,"Andreessen Horowitz, Prosus Ventures, Thrive Capital",7,1.25
726,Incode Technologies,2021-12-07,Cybersecurity,United States,San Francisco,North America,2015,$257M,1,"Dila Capital, Framework Ventures, 3L",1.25,"Dila Capital, Framework Ventures, 3L",6,1.25
727,Kuaikan Manhua,2017-12-01,Internet Software And Services,China,Beijing,Asia,2014,$594M,1,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings",1.25,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings",3,1.25
728,Marshmallow,2021-09-08,Fintech,United Kingdom,London,Europe,2017,$116M,1,"Passion Capital, Hedosophia, Outrun Ventures",1.25,"Passion Capital, Hedosophia, Outrun Ventures",4,1.25
729,Mythical Games,2021-11-04,Internet Software And Services,United States,Sherman Oaks,North America,2018,$260M,1,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group",1.25,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group",3,1.25
730,Route,2022-01-21,"Supply Chain, Logistics, And Delivery",United States,Lehi,North America,2018,$482M,1,"Madrona Venture Group, Banner Ventures, FJ Labs",1.25,"Madrona Venture Group, Banner Ventures, FJ Labs",4,1.25
731,Tackle.io,2021-12-21,Internet Software And Services,United States,Boise,North America,2016,$148M,1,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management",1.25,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management",5,1.25
732,Nexii,2021-09-08,Other,Canada,Vancouver,North America,2020,$45M,1,"Trane Technologies, Honeywell",1.23,"Trane Technologies, Honeywell",1,1.23
733,GalaxySpace,2020-11-17,Mobile And Telecommunications,China,Beijing,Asia,2016,$14M,1,"Shunwei Capital Partners, 5Y Capital, Legend Capital",1.58,"Shunwei Capital Partners, 5Y Capital, Legend Capital",4,1.58
734,Insider,2022-02-28,Internet Software And Services,Turkey,Istanbul,Europe,2012,$167M,1,"Wamda Capital, Endeavor, Riverwood Capital",1.22,"Wamda Capital, Endeavor, Riverwood Capital",10,1.22
735,Spiber,2021-09-08,Other,Japan,Tsuruoka,Asia,2007,$520M,1,"Cool Japan Fund, JAFCO, The Carlyle Group",1.22,"Cool Japan Fund, JAFCO, The Carlyle Group",14,1.22
736,Ada Support,2021-05-07,Artificial Intelligence,Canada,Toronto,North America,2016,$191M,1,"Version One Ventures, Bessemer Venture Partners, FirstMark Capital",1.2,"Version One Ventures, Bessemer Venture Partners, FirstMark Capital",5,1.2
737,AgentSync,2021-12-07,Fintech,United States,Denver,North America,2018,$111M,1,"Craft Ventures, Caffeinated Capital, Operator Collective",1.2,"Craft Ventures, Caffeinated Capital, Operator Collective",3,1.2
738,Alation,2021-06-03,Internet Software And Services,United States,Redwood City,North America,2012,$192M,1,"Costanoa Ventures, Data Collective, Salesforce Ventures",1.7,"Costanoa Ventures, Data Collective, Salesforce Ventures",9,1.7
739,BigPanda,2022-01-12,Artificial Intelligence,United States,Mountain View,North America,2012,$317M,1,"Advent International, Battery Ventures, Sequoia Capital Israel",1.2,"Advent International, Battery Ventures, Sequoia Capital Israel",10,1.2
740,CarDekho,2021-10-13,E-commerce And Direct-to-consumer,India,Jaipur,Asia,2008,$448M,1,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management",1.2,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management",13,1.2
741,Copado,2021-09-13,Data Management And Analytics,United States,Chicago,North America,2013,$271M,1,"Insight Partners, Salesforce Ventures, Perpetual Investors",1.2,"Insight Partners, Salesforce Ventures, Perpetual Investors",8,1.2
742,DailyPay,2021-05-18,Fintech,United States,New York,North America,2016,$189M,1,"RPM Ventures, Inspiration Ventures, Carrick Capital Partners",1.2,"RPM Ventures, Inspiration Ventures, Carrick Capital Partners",5,1.2
743,FloQast,2021-07-21,Fintech,United States,Los Angeles,North America,2013,$230M,1,"Polaris Partners, Insight Partners, Norwest Venture Partners",1.2,"Polaris Partners, Insight Partners, Norwest Venture Partners",8,1.2
744,Gem,2021-09-28,Internet Software And Services,United States,San Francisco,North America,2017,$148M,1,"Accel, Greylock Partners, Meritech Capital Partners",1.2,"Accel, Greylock Partners, Meritech Capital Partners",4,1.2
